,Magnetic Field (Oe),True Field (Oe)
816,12724.196,13088.217729773556
817,12703.154,13061.165211273063
818,12683.6645,13020.44699286087
819,12663.184,13003.650312297197
820,12642.4225,12969.327872337317
821,12622.933,12970.375996690573
822,12603.1605,12930.305509700709
823,12583.3875,12920.139921860946
824,12563.3325,12870.227604078786
825,12542.9965,12884.78619883981
826,12521.813,12852.575133149825
827,12501.899,12832.519131065435
828,12481.844,12806.306341155401
829,12461.6465,12800.8878290188
830,12442.0155,12779.996836526461
831,12420.832,12765.83058972192
832,12401.341,12747.84615151269
833,12381.003,12727.819737111344
834,12359.5355,12686.69223677045
835,12339.9045,12652.024534333166
836,12320.5565,12658.715938490493
837,12299.937,12628.453296582822
838,12279.1755,12604.622596674211
839,12258.697,12597.929422259413
840,12238.5005,12554.153637272428
841,12218.8685,12541.883656618334
842,12198.5315,12526.017389582534
843,12178.3355,12513.19591098132
844,12158.422,12471.068611024044
845,12137.0975,12471.938199954971
846,12116.336,12452.96077016687
847,12096.562,12428.692862438435
848,12076.3655,12397.881169037468
849,12056.5935,12375.73299780913
850,12035.974,12379.107953166553
851,12015.0715,12338.301519908367
852,11994.17,12312.99108994676
853,11974.6805,12299.88554834968
854,11955.7555,12265.394047359423
855,11935.1355,12231.322161315758
856,11915.2205,12196.433189431691
857,11893.6125,12211.112034147236
858,11872.0045,12190.174445123585
859,11853.5025,12175.47909606333
860,11834.719,12144.139561847493
861,11814.523,12120.762009875793
862,11793.338,12100.129006226263
863,11773.9885,12077.052856995166
864,11753.0855,12049.123951533658
865,11731.337,12049.825468820145
866,11712.978,11999.288063197611
867,11693.4885,11990.90352322955
868,11672.5875,11960.761301539505
869,11651.9675,11932.859722107116
870,11630.6405,11919.168531806676
871,11610.1615,11915.9004989775
872,11591.237,11889.214763165553
873,11571.0415,11876.571101036681
874,11550.138,11858.067683266638
875,11529.235,11830.98310342645
876,11510.0275,11806.785872223747
877,11490.962,11777.37535326279
878,11469.3535,11757.925995678983
879,11448.1695,11726.15220180428
880,11429.1045,11720.322556954321
881,11408.6245,11709.738251704559
882,11387.4395,11681.357536967107
883,11367.8075,11656.526536535552
884,11347.7535,11643.473389984878
885,11327.1345,11612.115917387331
886,11307.077,11603.185723403118
887,11287.87,11574.238211353666
888,11266.405,11553.088051598867
889,11245.501,11546.570884321865
890,11225.0215,11527.203222224627
891,11203.5555,11491.029011991213
